qal_id,contact_lead_id,is_success,outcome_tier,next_stage__c,product_segment,solution_rollup,acct_target_industry,acct_manufacturing_model,acct_primary_site_function,acct_territory_rollup,acct_tier_rollup,contact_lead_title,title_seniority,title_function,title_scope,is_decision_maker,record_completeness,completeness_tier,priority,last_tactic_campaign_channel,cohort_date,cohort_year,cohort_quarter,lead_age_days
a0d3t00000knxINAAY,0033t00004OV2X7AAL,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,CDMO,Highly potent API,EMEA,Medium,,Unknown,Unknown,Unknown,0,1.0,High,Priority 1,SEO,2024-01-10,2024,2024Q1,726
a0d3t00000knxCdAAI,0033t00004OV2rQAAT,0,Near-Miss,Recycled,Mx,Mx,Non-Life Science,Unknown,Unknown,EMEA,Medium,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 1,SEO,2024-01-10,2024,2024Q1,726
a0d3t00000knxDqAAI,0033t00004OV361AAD,1,Success,SQL,Qx,Qx,Pharma & BioTech,In-House,Food and beverage,EMEA,Medium,Software Engineer,IC,IT,Standard,0,1.0,High,Priority 1,SEO,2024-01-10,2024,2024Q1,726
a0dPQ000003yx6jYAA,0033t00004OV361AAD,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,In-House,Food and beverage,EMEA,Medium,Software Engineer,IC,IT,Standard,0,1.0,High,No Priority,SEO,2025-03-24,2025,2025Q1,287
a0d3t00000knyk2AAA,0033t00004OV36VAAT,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Medium,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 1,Online Ads,2024-01-10,2024,2024Q1,726
a0d3t00000koQMzAAM,0033t00004OV37PAAT,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,EMEA,Medium,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,SEO,2024-01-15,2024,2024Q1,721
a0d3t00000koB6bAAE,0033t00004OV3yEAAT,0,Near-Miss,Recycled,Qx,Qx,Medical Device,Unknown,Unknown,EMEA,Medium,EHSQ Manager,Manager,Other,Standard,0,0.6,Medium,Priority 2,SEO,2024-01-11,2024,2024Q1,725
a0d3t00000ko1W6AAI,0033t00004OV4DEAA1,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,Unknown,Unknown,Americas,Medium,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,SEO,2024-01-10,2024,2024Q1,726
a0d3t00000ko02yAAA,0033t00004OV4KPAA1,0,Near-Miss,Recycled,Mx,Mx,Non-Life Science,Unknown,Unknown,Americas,Medium,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,SEO,2024-01-10,2024,2024Q1,726
a0d3t00000koAfuAAE,0033t00004OV4ceAAD,1,Success,SQL,Qx,Qx,Non-Life Science,Services / Consulting,Non-manufacturing organization,EMEA,Medium,Business Challenge Solver,Other,Other,Standard,0,1.0,High,Priority 1,Online Ads,2024-01-11,2024,2024Q1,725
a0d3t00000knyz0AAA,0033t00004OV6fuAAD,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Medium,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 1,SEO,2024-01-10,2024,2024Q1,726
a0d3t00000ko1V8AAI,0033t00004OVApAAAX,0,Near-Miss,Recycled,Mx,Mx,Non-Life Science,Unknown,Unknown,Americas,Large,"Director, Business Process",Director,Other,Standard,1,0.6,Medium,Priority 2,Online Ads,2024-01-10,2024,2024Q1,726
a0d3t00000ko0o0AAA,0033t00004OVBcHAAX,1,Success,SQL,Qx,Qx,Medical Device,In-House,Imaging systems,Americas,Small,Quality Lead and Consultant,Manager,Quality,Standard,0,1.0,High,Priority 1,SEO,2024-01-10,2024,2024Q1,726
a0d3t00000koAZDAA2,0033t00004OVCTvAAP,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,In-House,Oral solid dosage (OSD),APAC & Oceania,Medium,,Unknown,Unknown,Unknown,0,1.0,High,Priority 1,SEO,2024-01-11,2024,2024Q1,725
a0d3t00000ko1UyAAI,0033t00004OVCXJAA5,1,Success,SQL,Qx,Qx,Non-Life Science,Services / Consulting,Non-manufacturing organization,Americas,Large,Senior Cyber Security Analyst,IC,Other,Standard,0,1.0,High,Priority 1,Direct/Inbound,2024-01-10,2024,2024Q1,726
a0dPQ00000AC54bYAD,0033t00004OVEU3AAP,1,Success,SQL,Qx,Qx,Medical Device,In-House,Specialty Chemical Manufacturing,Americas,Medium,"Senior Manager, Corporate Operations System",Manager,Mfg/Ops,Global,0,1.0,High,P1 - Contact Us,Online Ads,2025-10-16,2025,2025Q4,81
a0dPQ000000N10DYAS,0033t00004OVGKyAAP,0,Near-Miss,Recycled,Qx,Qx,Medical Device,Unknown,Unknown,Americas,Small,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,Online Ads,2024-02-21,2024,2024Q1,684
a0d3t00000koCO5AAM,0033t00004OVJtOAAX,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Not Enough Info Found,Secondary packaging,Americas,Medium,"Vice President, Operations",C-Suite,Mfg/Ops,Standard,1,1.0,High,Priority 2,Directory Listing,2024-01-11,2024,2024Q1,725
a0dPQ000001D9rJYAS,0033t00004OVJtOAAX,1,Success,SQL,Qx,Qx,Non-Life Science,Not Enough Info Found,Secondary packaging,Americas,Medium,"Vice President, Operations",C-Suite,Mfg/Ops,Standard,1,1.0,High,Priority 1,Email,2024-07-11,2024,2024Q3,543
a0d3t00000koEDJAA2,0033t00004OVKe9AAH,0,Near-Miss,Recycled,Mx,Mx,Pharma & BioTech,In-House,Vaccines,APAC & Oceania,Medium,,Unknown,Unknown,Unknown,0,1.0,High,Priority 2,Email,2024-01-12,2024,2024Q1,724
a0d3t00000koEDiAAM,0033t00004OVKeNAAX,0,Near-Miss,Recycled,Mx,Mx,Pharma & BioTech,In-House,Wound Care,APAC & Oceania,Large,,Unknown,Unknown,Unknown,0,1.0,High,Priority 2,Email,2024-01-12,2024,2024Q1,724
a0d3t00000koEF0AAM,0033t00004OVKgnAAH,0,Near-Miss,Recycled,Mx,Mx,Blood & Biologics,In-House,Lab Instruments,APAC & Oceania,Large,,Unknown,Unknown,Unknown,0,1.0,High,Priority 2,Email,2024-01-12,2024,2024Q1,724
a0d3t00000ko9sdAAA,0033t00004OVKhCAAX,0,Near-Miss,Recycled,Mx,Mx,Pharma & BioTech,In-House,Vaccines,APAC & Oceania,Medium,,Unknown,Unknown,Unknown,0,1.0,High,Priority 2,Email,2024-01-11,2024,2024Q1,725
a0d3t00000koEECAA2,0033t00004OVKhqAAH,0,Near-Miss,Recycled,Mx,Mx,Pharma & BioTech,Unknown,Unknown,APAC & Oceania,Large,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,Email,2024-01-12,2024,2024Q1,724
a0d3t00000koEE7AAM,0033t00004OVKi0AAH,0,Near-Miss,Recycled,Mx,Mx,Pharma & BioTech,Unknown,Unknown,APAC & Oceania,Large,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,Email,2024-01-12,2024,2024Q1,724
a0d3t00000koBeXAAU,0033t00004OVTD2AAP,0,Near-Miss,Recycled,Qx,Qx,Medical Device,Unknown,Unknown,Americas,Medium,Head of Regulatory Affairs and Quality,Director,Quality,Standard,1,0.6,Medium,Priority 2,Online Ads,2024-01-11,2024,2024Q1,725
a0dPQ000001juIPYAY,0033t00004OVTD2AAP,0,Near-Miss,Recycled,Qx,Qx,Medical Device,Unknown,Unknown,Americas,Medium,Head of Regulatory Affairs and Quality,Director,Quality,Standard,1,0.6,Medium,Priority 2,Outbound Prospecting,2024-09-20,2024,2024Q3,472
a0d3t00000koBoSAAU,0033t00004OVTpvAAH,0,Near-Miss,Recycled,Qx,Qx,Medical Device,CMO,Vaccines,EMEA,Medium,,Unknown,Unknown,Unknown,0,1.0,High,Priority 2,SEO,2024-01-11,2024,2024Q1,725
a0d3t00000koAxtAAE,0033t00004OVUQbAAP,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,In-House,Nasal spray/atomizer,EMEA,Large,Head of Global IT Quality & Compliance Operations,Director,Quality,Global,1,1.0,High,Priority 2,Email,2024-01-11,2024,2024Q1,725
a0d3t00000koC1MAAU,0033t00004OVUu2AAH,0,Near-Miss,Recycled,Mx,Mx,Non-Life Science,In-House,Specialty Chemical Manufacturing,Americas,Medium,,Unknown,Unknown,Unknown,0,1.0,High,Priority 2,Email,2024-01-11,2024,2024Q1,725
a0d3t00000koAySAAU,0033t00004OVV6GAAX,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,In-House,Hormones,EMEA,Large,,Unknown,Unknown,Unknown,0,1.0,High,Priority 2,Online Ads,2024-01-11,2024,2024Q1,725
a0d3t00000koC2yAAE,0033t00004OVVVJAA5,0,Near-Miss,Recycled,Mx,Mx,Non-Life Science,Unknown,Unknown,Americas,Medium,"Project Manager, Process",Manager,PMO,Standard,0,0.6,Medium,Priority 2,Email,2024-01-11,2024,2024Q1,725
a0d3t00000knPuUAAU,0033t00004OBXnyAAH,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Software / Technology Development,Non-manufacturing organization,Americas,Medium,,Unknown,Unknown,Unknown,0,1.0,High,Priority 1,Online Ads,2024-01-02,2024,2024Q1,734
a0d3t00000knQFcAAM,0033t00004OBZCHAA5,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,EMEA,Small,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,SEO,2024-01-02,2024,2024Q1,734
a0d3t00000knQUUAA2,0033t00004OBZtAAAX,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Small,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,Online Ads,2024-01-02,2024,2024Q1,734
a0d3t00000knQAXAA2,0033t00004OBZuNAAX,0,Lost,Exclude,Qx,Qx,Non-Life Science,Unknown,Unknown,EMEA,Medium,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,Online Ads,2024-01-02,2024,2024Q1,734
a0d3t00000knQUjAAM,0033t00004OBajqAAD,0,Near-Miss,Recycled,Qx,Qx,Blood & Biologics,Services / Consulting,Non-manufacturing organization,Americas,Medium,,Unknown,Unknown,Unknown,0,1.0,High,Priority 2,Email,2024-01-02,2024,2024Q1,734
a0d3t00000knRIwAAM,0033t00004OBcqaAAD,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,Unknown,Unknown,Americas,Small,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,SEO,2024-01-02,2024,2024Q1,734
a0d3t00000koCCyAAM,0033t00004OVWdiAAH,0,Near-Miss,Recycled,Qx,Qx,Medical Device,In-House,In-vitro diagnostic (IVD) kits,Americas,Medium,University Coordinator,IC,Other,Standard,0,1.0,High,Priority 2,Online Ads,2024-01-11,2024,2024Q1,725
a0dPQ000001IEK5YAO,0033t00004OVWdiAAH,0,Near-Miss,Recycled,Qx,Qx,Medical Device,In-House,In-vitro diagnostic (IVD) kits,Americas,Medium,University Coordinator,IC,Other,Standard,0,1.0,High,Priority 2,SEO,2024-07-24,2024,2024Q3,530
a0d3t00000koBPlAAM,0033t00004OVWhzAAH,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Small,Food Safety Consultant,Other,Other,Standard,0,0.6,Medium,Priority 2,Online Ads,2024-01-11,2024,2024Q1,725
a0d3t00000koCBMAA2,0033t00004OVYTBAA5,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Small,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,Directory Listing,2024-01-11,2024,2024Q1,725
a0d3t00000koCN7AAM,0033t00004OVZQOAA5,0,Near-Miss,Recycled,Qx,Qx,Medical Device,Unknown,Unknown,Americas,Medium,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,Online Ads,2024-01-11,2024,2024Q1,725
a0d3t00000koCJGAA2,0033t00004OVaYTAA1,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Medium,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,Online Ads,2024-01-11,2024,2024Q1,725
a0dPQ000003xVUHYA2,0033t00004OVaYTAA1,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Medium,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,Email,2025-03-20,2025,2025Q1,291
a0dPQ000000EsGfYAK,0033t00004OVaptAAD,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,In-House,Nutraceutical manufacturing,Americas,Medium,,Unknown,Unknown,Unknown,0,1.0,High,Priority 2,Email,2024-02-01,2024,2024Q1,704
a0dPQ000000CLLdYAO,0033t00004OVbCTAA1,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,In-House,Combination products,Americas,Medium,"Director, Quality Assurance",Director,Quality,Standard,1,1.0,High,Priority 2,Online Ads,2024-01-26,2024,2024Q1,710
a0d3t00000knQiyAAE,0033t00004OBdL0AAL,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,Unknown,Unknown,Americas,Small,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,Online Ads,2024-01-02,2024,2024Q1,734
a0d3t00000koCY5AAM,0033t00004OVcSoAAL,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Small,Sales Executive,Other,Other,Standard,0,0.6,Medium,Priority 1,Online Ads,2024-01-11,2024,2024Q1,725
a0d3t00000koDdbAAE,0033t00004OVeguAAD,0,Near-Miss,Recycled,Qx,Qx,Medical Device,CMO,Single-use disposables,Americas,Medium,Quality Assurance Manager,Manager,Quality,Standard,0,1.0,High,Priority 2,Online Ads,2024-01-11,2024,2024Q1,725
a0d3t00000koT92AAE,0033t00004OVgNfAAL,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,Unknown,Unknown,Americas,Medium,"Director, R and D and Quality",Director,Quality,Standard,1,0.6,Medium,Priority 2,Online Ads,2024-01-16,2024,2024Q1,720
a0d3t00000knRNwAAM,0033t00004OBoPcAAL,1,Success,SQL,Qx,Qx,Medical Device,In-House,Implantable devices,Americas,Large,"Supervisor, Manufacturing",Manager,Mfg/Ops,Standard,0,1.0,High,No Priority,MISSING/BLANK,2024-01-02,2024,2024Q1,734
a0d3t00000koFwXAAU,0033t00004OVjrfAAD,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Small,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,Directory Listing,2024-01-12,2024,2024Q1,724
a0dPQ000000N7TpYAK,0033t00004OVkIzAAL,0,Near-Miss,Recycled,Mx,Mx,Medical Device,CMO,Surgical instruments,Americas,Medium,Quality Manager,Manager,Quality,Standard,0,1.0,High,Priority 2,Email,2024-02-21,2024,2024Q1,684
a0d3t00000koPUmAAM,0033t00004OVkezAAD,0,Near-Miss,Recycled,Qx,Qx,Blood & Biologics,Research Institute,mRNA / LNP therapeutics,APAC & Oceania,Medium,,Unknown,Unknown,Unknown,0,1.0,High,Priority 2,Online Ads,2024-01-14,2024,2024Q1,722
a0d3t00000koF90AAE,0033t00004OVsAYAA1,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,Unknown,Unknown,APAC & Oceania,Medium,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,SEO,2024-01-12,2024,2024Q1,724
a0d3t00000knTTEAA2,0033t00004OBplRAAT,0,Near-Miss,Recycled,Qx,Qx,Medical Device,In-House,In-vitro diagnostic (IVD) kits,Americas,Small,Data Consultant,Other,IT,Standard,0,1.0,High,Priority 2,Online Ads,2024-01-03,2024,2024Q1,733
a0d3t00000knRXWAA2,0033t00004OBqT4AAL,1,Success,SQL,Qx,Qx,Medical Device,Not Enough Info Found,Non-manufacturing organization,APAC & Oceania,Medium,Lead - QMS,Manager,Quality,Standard,0,1.0,High,Priority 1,Online Ads,2024-01-03,2024,2024Q1,733
a0d3t00000knSMzAAM,0033t00004OBr8PAAT,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,APAC & Oceania,Medium,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,Online Ads,2024-01-03,2024,2024Q1,733
a0d3t00000knSO7AAM,0033t00004OBxoDAAT,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,EMEA,Medium,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,Online Ads,2024-01-03,2024,2024Q1,733
a0d3t00000knTA2AAM,0033t00004OBy26AAD,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,In-House,Specialty Chemical Manufacturing,EMEA,Medium,,Unknown,Unknown,Unknown,0,1.0,High,Priority 2,Online Ads,2024-01-03,2024,2024Q1,733
a0d3t00000knTYbAAM,0033t00004OC0iIAAT,0,Near-Miss,Recycled,Qx,Qx,Medical Device,Not Enough Info Found,Wound Care,Americas,Medium,Director of RA/QA at North American Rescue (a Henry Schein company),Director,Quality,Standard,1,1.0,High,Priority 2,Online Ads,2024-01-03,2024,2024Q1,733
a0d3t00000knVgEAAU,0033t00004OC13WAAT,0,Near-Miss,Recycled,Qx,Qx,Medical Device,Unknown,Unknown,Americas,Large,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,Online Ads,2024-01-03,2024,2024Q1,733
a0dPQ000002HX1dYAG,0033t00004OC13WAAT,0,Near-Miss,Recycled,Qx,Qx,Medical Device,Unknown,Unknown,Americas,Large,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,Email,2024-11-15,2024,2024Q4,416
a0d3t00000knVTtAAM,0033t00004OC1ieAAD,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Other,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 1,Direct/Inbound,2024-01-03,2024,2024Q1,733
a0d3t00000knVchAAE,0033t00004OC8DlAAL,0,Near-Miss,Recycled,Qx,Qx,Medical Device,Unknown,Unknown,Americas,Small,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,Online Ads,2024-01-03,2024,2024Q1,733
a0d3t00000koIZnAAM,0033t00004OVsJ1AAL,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Small,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,Direct/Inbound,2024-01-12,2024,2024Q1,724
a0dPQ000000EzlBYAS,0033t00004OVtO7AAL,0,Lost,,Qx,Qx,Pharma & BioTech,Unknown,Unknown,EMEA,Medium,Quality Director,Director,Quality,Standard,1,0.6,Medium,Priority 2,External Demand Gen,2024-02-02,2024,2024Q1,703
a0d3t00000koFg1AAE,0033t00004OVtjoAAD,1,Success,SQL,Qx,Qx,Non-Life Science,Consumer Packaged Goods,Not Enough Info Found,Americas,Medium,Head of Safety.,Director,Other,Standard,1,1.0,High,Priority 1,Online Ads,2024-01-12,2024,2024Q1,724
a0d3t00000koHhLAAU,0033t00004OW0UFAA1,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Services / Consulting,Non-manufacturing organization,EMEA,Medium,,Unknown,Unknown,Unknown,0,1.0,High,Priority 1,SEO,2024-01-12,2024,2024Q1,724
a0d3t00000koHsRAAU,0033t00004OW2yMAAT,1,Success,SQL,Qx,Qx,Blood & Biologics,Hospital Investigational Drug Unit,"Cell therapies (CAR-T, NK)",Americas,Medium,Director,Director,Other,Standard,1,1.0,High,Priority 1,SEO,2024-01-12,2024,2024Q1,724
a0dPQ000002CpgjYAC,0033t00004OW5Z0AAL,0,Near-Miss,Recycled,Qx,Qx,Blood & Biologics,Unknown,Unknown,Americas,Medium,Quality Team Lead,Manager,Quality,Standard,0,0.6,Medium,No Priority,SEO,2024-11-08,2024,2024Q4,423
a0d3t00000knVwvAAE,0033t00004OCAdxAAH,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Medium,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 1,SEO,2024-01-03,2024,2024Q1,733
a0d3t00000knW0EAAU,0033t00004OCB3XAAX,1,Success,SQL,Mx,Mx,Medical Device,Services / Consulting,Non-manufacturing organization,Americas,Small,,Unknown,Unknown,Unknown,0,1.0,High,Priority 1,SEO,2024-01-03,2024,2024Q1,733
a0d3t00000knW5JAAU,0033t00004OCBQCAA5,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,CDMO,"Cell therapies (CAR-T, NK)",Americas,Large,,Unknown,Unknown,Unknown,0,1.0,High,Priority 1,SEO,2024-01-03,2024,2024Q1,733
a0d3t00000knW9xAAE,0033t00004OCCF6AAP,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Small,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,Directory Listing,2024-01-03,2024,2024Q1,733
a0d3t00000knW91AAE,0033t00004OCCHvAAP,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,In-House,Not Enough Info Found,Americas,Medium,Document Control Coordinator,IC,Other,Standard,0,1.0,High,Priority 2,Directory Listing,2024-01-03,2024,2024Q1,733
a0dPQ000001GFNVYA4,0033t00004OCCHvAAP,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,In-House,Not Enough Info Found,Americas,Medium,Document Control Coordinator,IC,Other,Standard,0,1.0,High,Priority 2,Email,2024-07-18,2024,2024Q3,536
a0d3t00000knXJJAA2,0033t00004OCCzSAAX,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,EMEA,Small,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,Directory Listing,2024-01-04,2024,2024Q1,732
a0d3t00000koTVEAA2,0033t00004OW6K6AAL,0,Near-Miss,Recycled,Qx,Qx,Medical Device,In-House,Advanced Therapy Medicinal Products (ATMP),Americas,Medium,Senior Dynamics Gp Systems Administrator,Other,IT,Standard,0,1.0,High,Priority 2,SEO,2024-01-16,2024,2024Q1,720
a0d3t00000koTKTAA2,0033t00004OWIb5AAH,0,Near-Miss,Recycled,Qx,Qx,Medical Device,Unknown,Unknown,Americas,Small,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 1,SEO,2024-01-16,2024,2024Q1,720
a0d3t00000koQPUAA2,0033t00004OWIh8AAH,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,Unknown,Unknown,EMEA,Small,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,Directory Listing,2024-01-15,2024,2024Q1,721
a0d3t00000koQN9AAM,0033t00004OWP7IAAX,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,APAC & Oceania,Medium,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,Online Ads,2024-01-15,2024,2024Q1,721
a0d3t00000koQMkAAM,0033t00004OWPuuAAH,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,EMEA,Small,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 1,Directory Listing,2024-01-15,2024,2024Q1,721
a0d3t00000koQRfAAM,0033t00004OWPwvAAH,1,Success,SQL,Qx,Qx,Medical Device,In-House,Patient monitoring systems,EMEA,Medium,Chief Operating Officer,C-Suite,Other,Standard,1,1.0,High,Priority 2,Direct/Inbound,2024-01-15,2024,2024Q1,721
a0d3t00000knfBvAAI,0033t00004OCDowAAH,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Services / Consulting,Non-manufacturing organization,Americas,Medium,"Senior Manager, Performance Engineering",Manager,Other,Standard,0,1.0,High,No Priority,Outbound Prospecting,2024-01-05,2024,2024Q1,731
a0dPQ000000tUrtYAE,0033t00004OCErkAAH,0,Near-Miss,Recycled,Qx,Qx,Medical Device,Testing Laboratory,Non-manufacturing organization,Americas,Medium,Laboratory Technician,Other,Other,Standard,0,1.0,High,Priority 2,Online Ads,2024-05-20,2024,2024Q2,595
a0d3t00000knbQ2AAI,0033t00004OCMkhAAH,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,APAC & Oceania,Small,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,Online Ads,2024-01-04,2024,2024Q1,732
a0d3t00000knXJTAA2,0033t00004OCN2NAAX,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,EMEA,Small,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,Directory Listing,2024-01-04,2024,2024Q1,732
a0d3t00000knXOiAAM,0033t00004OCNZFAA5,0,Lost,Exclude,Qx,Qx,Non-Life Science,Unknown,Unknown,EMEA,Medium,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,Online Ads,2024-01-04,2024,2024Q1,732
a0d3t00000koTTTAA2,0033t00004OWRnqAAH,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Medium,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,Online Ads,2024-01-16,2024,2024Q1,720
a0d3t00000koT37AAE,0033t00004OWT57AAH,0,Lost,Exclude,Mx,Mx,Non-Life Science,Unknown,Unknown,Americas,Medium,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,Online Ads,2024-01-16,2024,2024Q1,720
a0d3t00000koT50AAE,0033t00004OWVPDAA5,0,Near-Miss,Recycled,Mx,Mx,Non-Life Science,Unknown,Unknown,Americas,Medium,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,SEO,2024-01-16,2024,2024Q1,720
a0d3t00000koaxVAAQ,0033t00004OWWAYAA5,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,CPO,Secondary packaging,Americas,Medium,President,C-Suite,Other,Standard,1,1.0,High,Priority 2,Online Ads,2024-01-17,2024,2024Q1,719
a0d3t00000koTQoAAM,0033t00004OWWI8AAP,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Small,Manager Sales,Manager,Other,Standard,0,0.6,Medium,Priority 2,Online Ads,2024-01-16,2024,2024Q1,720
a0d3t00000koT6hAAE,0033t00004OWZfDAAX,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,In-House,Specialty Chemical Manufacturing,Americas,Medium,,Unknown,Unknown,Unknown,0,1.0,High,Priority 2,Online Ads,2024-01-16,2024,2024Q1,720
a0dPQ000000NhsHYAS,0033t00004OWZfDAAX,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,In-House,Specialty Chemical Manufacturing,Americas,Medium,,Unknown,Unknown,Unknown,0,1.0,High,Priority 2,Email,2024-02-22,2024,2024Q1,683
a0dPQ000001nNcQYAU,0033t00004OWZfDAAX,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,In-House,Specialty Chemical Manufacturing,Americas,Medium,,Unknown,Unknown,Unknown,0,1.0,High,Priority 2,Email,2024-09-26,2024,2024Q3,466
a0d3t00000koTPkAAM,0033t00004OWbSgAAL,1,Success,SQL,Mx,Mx,Non-Life Science,In-House,Advanced additive manufacturing,Americas,Medium,"Vice President, Information Technology",C-Suite,Other,Standard,1,1.0,High,Priority 1,SEO,2024-01-16,2024,2024Q1,720
a0d3t00000knYEYAA2,0033t00004OCPplAAH,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Large,Quality Assurance Associate II,IC,Quality,Standard,0,0.6,Medium,Priority 2,Online Ads,2024-01-04,2024,2024Q1,732
a0dPQ000000F8wXYAS,0033t00004OCPplAAH,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Large,Quality Assurance Associate II,IC,Quality,Standard,0,0.6,Medium,No Priority,Online Ads,2024-02-02,2024,2024Q1,703
